Number_of_Observations,Date_Range_Covered,Average_Temperature,Maximum_Temperature,Minimum_Temperature,Total_Precipitation
168,2026-05-20 00:00:00 to 2026-05-26 23:00:00,37.263690476190476,43.4,29.5,0.0
